code,name,country,slug
LG3,Luxair Executive   ,Luxembourg,LG3
LH,Lufthansa German Airlines,Germany,LH
LH1,Lufthansa Leasing   ,Germany,LH1
LH2,SABTCO - Saudi Bahraini Transport Co,Bahrain,LH2
LH3,DLH Bus Services,Germany,LH3
LH4,Eberhardt Travel,Germany,LH4
LH5,Lufthansa Italia,Italy,LH5
LHN,Express One International   ,USA,LHN
LI,LIAT (1974),"Antigua and Barbuda, Leeward Islands",LI
LIN,Linair   ,Hungary,LIN
LIS,Eastern Express,Kazakhstan,LIS
LJ,Jin Air,Korea Republic of,LJ
LK,Kyrgyz Airlines,Kyrgyzstan,LK
LKE,Lucky Air Co. Ltd.,China,LKE
LKO,Link America,USA,LKO
LKY,Air Solutions,USA,LKY
LL,"Lineas Aereas Allegro, S.A. de C.V.   ",Mexico,LL
LLM,Yamal Airlines,Russian Federation,LLM
LM,Loganair,United Kingdom,LM
LN,Libyan Airlines,Libya,LN
LNQ,Varsity Express,United Kingdom,LNQ
LNS,Lionair   ,Sri Lanka,LNS
LO,LOT - Polish Airlines,Poland,LO
LO1,EuroLOT   ,Poland,LO1
LO2,Aeropromocja   ,Poland,LO2
LO3,Mistral Bus Company   ,Poland,LO3
LO4,Jet Air Ltd.   ,Poland,LO4
LOG,Loganair,United Kingdom,LOG
LP,Lan Peru,Peru,LP
LPU,Virgin Express France     ,France,LPU
LPV,Air Alps Aviation     ,Austria,LPV
LQ,Skynet Asia Awys,Japan,LQ
LR,LACSA-Lineas Aereas Costarricenses,Costa Rica,LR
LRS,Servicios Aereos Nacionales S.A.(SANSA),Costa Rica,LRS
LRT,Airlines Of South Australia   ,Australia,LRT
LS,Jet2.com,United Kingdom,LS
LS1,Jet2   ,United Kingdom,LS1
LSK,Aurela,Lithuania,LSK
LSO,Channel Express,United Kingdom,LSO
LT,Air Lituanica,Lithuania,LT
LTE,LTE International Airways   ,Spain,LTE
LTR,Lufttransport A/S   ,Norway,LTR
LU,LanExpress,Chile,LU
LV,Mega Global Air Services (Maldives),Maldives,LV
LVG,Livingston,Italy,LVG
LW,Pacific Wings,USA,LW
LW1,Pacific Wings                          ,USA,LW1
LW2,New Mexico Airlines,USA,LW2
LW3,PW Express,USA,LW3
LW4,Georgiaskies,USA,LW4
LW5,TennesseeSkies/KentuckySkies/GeorgiaSki,USA,LW5
LWA,Liberia World Airlines     ,Liberia,LWA
LX,Swiss/Crossair,Switzerland,LX
LX1,Swiss European Air Lines   ,Switzerland,LX1
LX2,Skyport International Inc.,Canada,LX2
LXF,LynxAir International,USA,LXF
LXR,Air Luxor     ,Portugal,LXR
LY,El Al Israel Airlines,Israel,LY
LYD,Lydd Air,United Kingdom,LYD
LYN,Kyrgyzstan,Kyrgyzstan,LYN
LZ,Belle Air,Albania,LZ
M0,AeroMongolia,Mongolia,M0
M2,Mahfooz Aviation (gambia) Ltd,Gambia,M2
M3,Air Norway/north Flying,Denmark,M3
M4,Smart Aviation Company,Egypt,M4
M5,Kenmore Air,USA,M5
M6,"Amerijet International, Inc.",USA,M6
M7,Marsland Aviation,Sudan,M7
M8,AirMax Cargo S.A,Peru,M8
M9,Motor Sich PJSC,Ukraine,M9
MA,MALEV Hungarian Airlines,Hungary,MA
MA1,Malev Express   ,Hungary,MA1
MAI,Mauritanian Airlines International,Mauritania,MAI
MAL,Morningstar Air Express   ,Canada,MAL
MAX,Air Liaison,Canada,MAX
MB,MNG Airlines Cargo,Turkey,MB
MCA,MCA Airlines Sweden AB,Sweden,MCA
MCS,Macedonian Airlines   ,Greece,MCS
MD,Air Madagascar,Madagascar,MD
MDA,MD Icelandic Airlines   ,Iceland,MDA
MDC,Mid-Atlantic Freight   ,USA,MDC
MDL,Mandala Airlines,Indonesia,MDL
MDM,Med Avia   ,Malta,MDM
MDS,Med Airlines   ,Italy,MDS
MDZ,Mid Airlines   ,Zimbabwe,MDZ
ME,Middle East Airlines,Lebanon,ME
MEH,Malev Express,Hungary,MEH
MEI,Merlin Airways   ,USA,MEI
MF,Xiamen Airlines Company,China,MF
MFZ,Mofaz Air   ,Malaysia,MFZ
MG,Midex Airlines,United Arab Emirates,MG
MGD,Northern-East Cargo Airlines     ,Russian Federation,MGD
MGO,Mediterranean Air Service,Tunisia,MGO
MH,Malaysia Airlines,Malaysia,MH
MH1,MASWings,Malaysia,MH1
MI,SilkAir,Singapore,MI
MIW,Airborne of Sweden   ,Sweden,MIW
MJ,Mihin Lanka,Sri Lanka,MJ
MK,Air Mauritius,Mauritius,MK
MKA,MK Airlines   ,Ghana,MKA
MKI,MK Flugfelagid   ,Iceland,MKI
MKL,McCall Air,USA,MKL
ML,Air Mediterranee,France,ML
MLW,MeeladAir S.A.,Greece,MLW
MM,Peach Aviation Limited,Japan,MM
MMZ,Euroatlantic Airways,Portugal,MMZ
MN,Comair,South Africa,MN
MN1,Kulula   ,South Africa,MN1
MNA,Merpati Nusantara Airlines,Indonesia,MNA
MNG,AeroMongolia,Mongolia,MNG
MNK,Metavia Airlines   ,South Africa,MNK
MNL,Miniliner   ,Italy,MNL
MNT,Flymontserrat,"Montserrat, Leeward Islands",MNT
MO,Calm Air Intl Ltd,Canada,MO
MON,Monarch Charter,United Kingdom,MON
MP,Martinair Holland,Netherlands,MP
MPD,Air Plus Comet   ,Spain,MPD
MPJ,mapjet,Austria,MPJ
MPR,Skyline   ,Nigeria,MPR
MPX,Aeromexpress,Mexico,MPX
MQ,American Eagle   ,USA,MQ
MR,Mongolian Airlines Group,Mongolia,MR
MRA,Martinaire   ,USA,MRA
MS,Egyptair,Egypt,MS
MSA,Mistral Air   ,Italy,MSA
MSC,Moscow Airways     ,Russian Federation,MSC
MSE,Egyptair Express,Egypt,MSE
MST,Master Top Linhas Aereas S/A,Brazil,MST
MSW,Master Airways,Serbia,MSW
MT,Thomas Cook Airlines of Manchester,United Kingdom,MT
MTC,Minerva Airlines   ,Italy,MTC
MTN,Mountain Air Cargo   ,USA,MTN
MTQ,Societe Martinique Aeronautique   ,Martinique,MTQ
MU,China Eastern Airlines,China,MU
MU1,China Eastern-Jiangsu   ,China,MU1
MU2,China Eastern-Quilu   ,China,MU2
MUG,Muk Air Ghana     ,Ghana,MUG
MV,PT Aviastar Mandiri,Indonesia,MV
MVL,Magadan Airlines,Russian Federation,MVL
MW,Mokulele Airlines,USA,MW
MX,Mexicana de Aviacion,Mexico,MX
MX1,Mexicana Inter,Mexico,MX1
MX2,Mexicana Link,Mexico,MX2
MY,Maya Island Air,Belize,MY
MYO,Aerotransportes Mas De Carga,Mexico,MYO
MYT,MyTravel Airways,United Kingdom,MYT
MZ,Saereo S.A,Ecuador,MZ
MZA,Irtysh-Air,Kazakhstan,MZA
N2,Trans Mediterranean Airways,Lebanon,N2
N3,Aerolineas MAS,Dominican Republic,N3
N4,Trans Air Benin,Benin,N4
N5,Norfolk Air,Norfolk Island,N5
N6,Alpine Air Private Ltd.,Nepal,N6
N61,Cardinal Airlines   ,USA,N61
N7,NHT Linhas Aereas,Brazil,N7
N8,National Airlines,USA,N8
N9,Kabo Air,Nigeria,N9
NA,North American Airlines,USA,NA
NAL,Nakanihon Airline   ,Japan,NAL
NAO,North American Airlines,USA,NAO
NAW,Newair   ,Denmark,NAW
NB,Sterling,Denmark,NB
NC,"Northern Air Cargo, Inc.",USA,NC
NC1,Norfolk Express   ,Australia,NC1
NCH,Chanchangi Airlines,Nigeria,NCH
NCN,National Airlines     ,Chile,NCN
NCO,"Northern Air Cargo, Inc.",USA,NCO
ND,Sky Wings Airlines,Greece,ND
NE,SkyEurope,Slovakia,NE
NF,Air Vanuatu,Vanuatu,NF
NF1,Vanair   ,Vanuatu,NF1
NG,Lauda Air   ,Austria,NG
NGK,"Oriental Air Bridge Co., Ltd. (ORC)",Japan,NGK
NH,All Nippon Airways,Japan,NH
NH1,Air Japan   ,Japan,NH1
NH2,ANA Wings,Japan,NH2
NHG,NHT Linhas Aereas,Brazil,NHG
NI,Portugalia,Portugal,NI
NIG,Aerocontractors,Nigeria,NIG
NIS,Nicaraguense de Aviacion   ,Nicaragua,NIS
NJ,Vanguard Airlines,USA,NJ
NK,Spirit Airlines,USA,NK
NL,Shaheen Air International,Pakistan,NL
NLE,Boston-Maine Airways   ,USA,NLE
NM,Manx2,United Kingdom,NM
NMA,Tasman Pacific Airlines   ,New Zealand,NMA
NN,VIM Airlines,Russian Federation,NN
NO,NEOS S.P.A.,Italy,NO
NOS,NEOS   ,Italy,NOS
NP,Nile Air,Egypt,NP
NPO,Heavylift Cargo Airlines   ,United Kingdom,NPO
NQ,Air Japan,Japan,NQ
NR,Max Air,Nigeria,NR
NRO,Russ Air Transport Company,Russian Federation,NRO
NS,Hebei Airlines,China,NS
NSE,SATENA,Colombia,NSE
NT,Binter Canarias,Spain,NT
NT1,Canarias Airlines,Spain,NT1
NTA,Northern Thunderbird,Canada,NTA
NTI,Aerocontinente Chile S.A.   ,Chile,NTI
NTR,TNT Express Europe   ,United Kingdom,NTR
NU,Japan Transocean Air,Japan,NU
NV,Iranian Naft Airlines,Iran Islamic Republic of,NV
NV1,Air Tindi Ltd                          ,Canada,NV1
NW,Northwest Airlines,USA,NW
NW1,Northwest Airlink   ,USA,NW1
NX,Air Macau,Macao (sar) China,NX
NXA,Air Next,Japan,NXA
NY,Air Iceland,Iceland,NY
NYH,New York Helicopter     ,USA,NYH
NYS,Ulendo Airlink,Malawi,NYS
NZ,Air New Zealand,New Zealand,NZ
NZ1,Air National   ,New Zealand,NZ1
NZ2,Airwork (NZ)   ,New Zealand,NZ2
NZ3,Vincent Aviation Ltd.   ,New Zealand,NZ3
NZ4,Zeal320 Limited,New Zealand,NZ4
NZL,Air New Zealand Link   ,New Zealand,NZL
NZM,Mount Cook Airlines   ,New Zealand,NZM
O2,Jet Air,Poland,O2
O3,SF Airlines,China,O3
O4,Antrak Air,Ghana,O4
O5,Comores Aviation International,Comoros,O5
O6,OceanAir,Brazil,O6
O7,Eznis Airways,Mongolia,O7
O8,Axis Lines,Cameroon,O8
O81,Elite Aviation L.L.C.,United Arab Emirates,O81
O9,Nova Airways,Sudan,O9
OA,Olympic Air,Greece,OA
OA1,Macedonian Airlines     ,Greece,OA1
OAE,Omni Air International,USA,OAE
OAI,Tor Air,Sweden,OAI
OAW,Helvetic Airways,Switzerland,OAW
OB,Boliviana de Aviacion - BoA,Bolivia,OB
OBS,Orbest,Portugal,OBS
OC,"Oriental Air Bridge Co., Ltd. (ORC)",Japan,OC
OD,Malindo Airways,Malaysia,OD
OE,Cairo Aviation,Egypt,OE
OF,Air Finland,Finland,OF
OG,Air Onix,Ukraine,OG
OH,Comair Inc   ,USA,OH
OI,Okapi Airlines,Congo,OI
OJ,Fly Jamaica,Jamaica,OJ
OK,Czech Airlines,Czech Republic,OK
OKJ,Okada Air   ,Nigeria,OKJ
OL,OLT Express Germany GmbH,Germany,OL
OLS,Sol Lineas Aereas,Argentina,OLS
OLY,Olympic Aviation   ,Greece,OLY
OM,MIAT - Mongolian Airlines,Mongolia,OM
ON,Our Airline,Nauru,ON
ONT,Air Ontario     ,Canada,ONT
ONX,Air Onix,Ukraine,ONX
OO,SkyWest Airlines   ,USA,OO
OP,Olympic Airlines,Greece,OP
OP2,Chalk's Express,USA,OP2
OP3,Island Express Airline,USA,OP3
OPN,Air Open Sky   ,France,OPN
OPS,Seawings,United Arab Emirates,OPS
OQ,Scoot,Singapore,OQ
OR,Arkefly,Netherlands,OR
ORI,Orion Air,Singapore,ORI
ORT,Orient Avia   ,Russian Federation,ORT
OS,Austrian Airlines AG dba Austrian,Austria,OS
OS1,Greyhound Canada   ,Canada,OS1
OS2,Central Connect Airlines   ,Czech Republic,OS2
OT,Aeropelican Air Services,Australia,OT
OU,Croatia Airlines,Croatia,OU
OV,Estonian Air,Estonia,OV
OV1,Estonian Air Regional,Estonia,OV1
OVA,Aero Nova,Spain,OVA
OW,"Executive Airlines, Inc.",USA,OW
OX,Orient Thai Airlines,Thailand,OX
OXO,Millon Air,USA,OXO
OY,Andes Lineas Aereas,Argentina,OY
OZ,Asiana Airlines,Korea Republic of,OZ
P0,Proflight Commuter Services,South Africa,P0
P1,PublicCharters.com,USA,P1
P11,"Charter Air Transport, Inc.",USA,P11
P12,Ultimate Jetcharters,USA,P12
P13,Aerodynamics,USA,P13
P2,AirKenya Express,Kenya,P2
P3,Passaredo,Brazil,P3
P4,Aero Lineas Sosa,Honduras,P4
P5,AeroRepublica,Colombia,P5
P6,Pascan Aviation Inc.,Canada,P6
P7,Palau Airways,Palau,P7
P8,Air Mekong,Viet Nam,P8
P9,Peruvian Airlines,Peru,P9
PA,Airblue,Pakistan,PA
PAO,Polynesian Airlines,Samoa,PAO
PAQ,Pacific Air Express,Solomon Islands,PAQ
PAY,Aerolineas Paraguayas ARPA   ,Paraguay,PAY
PB,Provincial Airlines,Canada,PB
PB1,Innu Mikun Airlines   ,Canada,PB1
PBI,Virgin Australia Airlines (NZ),New Zealand,PBI
PBL,Polynesian Blue,Samoa,PBL
PBU,Air Burundi     ,Burundi,PBU
PC,Pegasus Airlines,Turkey,PC
PC1,Airlines Tonga,Tonga,PC1
PCM,Westair Industries   ,USA,PCM
PCT,Peace Air Togo     ,Togo,PCT
PD,Porter Airlines Inc.,Canada,PD
PD1,Trillium Air   ,Canada,PD1
PD2,Trillium Air     ,Canada,PD2
PDI,MidAtlantic Airways   ,USA,PDI
PDS,Pace Airlines   ,USA,PDS
PDT,Piedmont Southern Airways,USA,PDT
PE,Peoples Vienna Line,Austria,PE
PE1,Wind Jet   ,Italy,PE1
PEA,Pan Europeenne Air Service,France,PEA
PEC,Pacific East Asia Cargo     ,Philippines,PEC
PEG,Pelangi Air   ,Malaysia,PEG
PEL,Aeropelican   ,Australia,PEL
PEX,Pelican Express     ,USA,PEX
PF,Primera Air Scandinavia,Denmark,PF
PFZ,Proflight Commuter Services,South Africa,PFZ
PG,Bangkok Airways,Thailand,PG
PG1,Siem Reap Airlines   ,Cambodia,PG1
PG2,Krungthep Limousine,Thailand,PG2
PGA,Portugalia,Portugal,PGA
PGC,Thai Cargo Airline,Thailand,PGC
PGP,Perm Airlines,Russian Federation,PGP
PH,transavia Denmark,Denmark,PH
PHG,Phoenix Aviation   ,United Arab Emirates,PHG
PHM,Petroleum Helicopters   ,USA,PHM
PI,Polar Airlines Ltd,Russian Federation,PI
PIC,Jetstar Pacific Airlines,Viet Nam,PIC
PIR,Pamir Airways,Afghanistan,PIR
PJ,Air Saint-Pierre,Saint Pierre and Miquelon,PJ
PK,Pakistan International Airlines,Pakistan,PK
PK1,PIA Express,Pakistan,PK1
PL,Southern Air Charter,Bahamas,PL
PLK,Air Pulkovo     ,Russian Federation,PLK
PLR,Northwestern Air Lease Ltd.            ,Canada,PLR
PLZ,Planet Airways   ,USA,PLZ
PM,CANARY FLY,Spain,PM
PN,China West Air,China,PN
PNP,Pineapple Air,Bahamas,PNP
PNR,Pan Air Lineas Aereas   ,Spain,PNR
PO,Polar Air Cargo,USA,PO
PP,Jet Aviation Business Jets AG,Switzerland,PP
PQ,AirAsia Philippines,Philippines,PQ
PQO,Tashkent Aircraft Production Corp,Uzbekistan,PQO
PR,Philippine Airlines,Philippines,PR
PRO,Propair   ,Canada,PRO
PS,Ukraine International Airlines,Ukraine,PS
PST,Air Panama,Panama,PST
PT,Peach Aviation Limited,Japan,PT
PTB,Passaredo Transportes Aereos,Brazil,PTB
PTF,Prest'affair   ,France,PTF
PTI,Privatair   ,Switzerland,PTI
PTU,Europe Air Charter   ,Luxembourg,PTU
PU,Pluna,Uruguay,PU
PU1,COT Bus Company,Uruguay,PU1
PV,Saint Barth Commuter,Guadeloupe,PV
PVG,Privilege,Spain,PVG
PW,Precisionair,Tanzania United Republic of,PW
PX,Air Niugini,Papua New Guinea,PX
PXA,Pan Am World Airways                   ,USA,PXA
PXS,Boston-Maine Airways   ,USA,PXS
PY,Surinam Airways,Suriname,PY
PZ,Transportes Aereos Del Mercosur,Paraguay,PZ
Q0,Quebecair Express,Canada,Q0
Q2,Maldivian,Maldives,Q2
Q3,Anguilla Air Services,"Anguilla, Leeward Islands",Q3
Q4,Starlink Aviation,Canada,Q4
Q5,40 Mile Air,USA,Q5
Q6,Skytrans,Australia,Q6
Q7,Skybahamas,Bahamas,Q7
Q8,Trans Air Congo,Congo,Q8
Q9,Sky Jet M.G. Inc,Canada,Q9
QA,Cimber A/S,Denmark,QA
QB,Faraz Qeshm Airline,Iran Islamic Republic of,QB
QC,Camair-Co,Cameroon,QC
QD,Air Class Lineas Aereas,Uruguay,QD
QDO,Qwestair,Australia,QDO
QE,Crossair Europe,France,QE
QF,Qantas Airways,Australia,QF
QF1,Eastern Australia Airlines   ,Australia,QF1
QF2,Asian-Australian Airlines   ,Australia,QF2
QF3,Sunstate Airlines   ,Australia,QF3
QF4,Impulse Airlines   ,Australia,QF4
QF5,Jetconnect   ,New Zealand,QF5
QF6,Great Southern Railway   ,Australia,QF6
QF7,Airlink   ,Australia,QF7
QFA,Southern Australia Airlines   ,Australia,QFA
QG,Citilink Indonesia,Indonesia,QG
QH,Kyrgyzstan,Kyrgyzstan,QH
QI,Cimber Sterling,Denmark,QI
QI1,Cimber Air GmbH   ,Germany,QI1
QI2,Tor Air AB,Sweden,QI2
QI3,Primera Air,Sweden,QI3
QJ,Jet Airways Inc.,USA,QJ
QJO,Jet Airways Inc.,USA,QJO
QK,Air Canada Jazz   ,Canada,QK
QL,LASER Airlines,Venezuela,QL
QLA,Aviation Quebec Labrador     ,Canada,QLA
QM,Air Malawi,Malawi,QM
QN,Air Armenia,Armenia,QN
QNZ,Jetconnect   ,New Zealand,QNZ
QO,Aeromexpress,Mexico,QO
QOO,Aeromexpress,Mexico,QOO
QP,Starlight Airlines,United Arab Emirates,QP
QQ,Alliance Airlines,Australia,QQ
QQA,Alliance Airlines Pty. Ltd.   ,Australia,QQA
QR,Qatar Airways,Qatar,QR
QS,SmartWings,Czech Republic,QS
QS1,Travel Service Slovakia,Slovakia,QS1
QSC,African Safari Airways,Switzerland,QSC
QT,Tampa Airlines Cargo,Colombia,QT
QTO,Tampa Airlines Cargo,Colombia,QTO
QU,Utair-ukraine,Ukraine,QU
QV,Lao Airlines,Lao People's Democratic Republic,QV
QW,Blue Wings,Germany,QW
QWA,Pel-Air   ,Australia,QWA
QX,Horizon Air   ,USA,QX
QY,European Air Transport Leipzig GmbH,Germany,QY
QZ,Indonesia AirAsia,Indonesia,QZ
R0,Royal Airlines,Pakistan,R0
R2,ORENAIR,Russian Federation,R2
R3,Yakutia,Russian Federation,R3
R4,Rus Aviation,United Arab Emirates,R4
R5,Jordan Aviation,Jordan,R5
R6,DOT LT,Lithuania,R6
R7,ASERCA Airlines,Venezuela,R7
R8,Kyrgyzstan Airlines,Kyrgyzstan,R8
R9,TAF Linhas Aereas,Brazil,R9
RA,Nepal Airlines Corporation,Nepal,RA
RAC,Ryukyu Air Commuter   ,Japan,RAC
RB,Syrian Arab Airlines,Syrian Arab Republic,RB
RBS,Air Bas,Belarus,RBS
RC,Atlantic Airways Faroe Islands,Faroe Islands,RC
RD,Ryan International Airlines,USA,RD
RE,Aer Arann,Ireland Republic of,RE
RES,Resortexpress   ,USA,RES
RF,Florida West International Airways Inc.,USA,RF
RFO,Florida West,USA,RFO
RG,Rotanajet Aviation,United Arab Emirates,RG
RGA,Region Air   ,Singapore,RGA
RGN,Cygnus Air   ,Spain,RGN
RH,Robin Hood Aviation,Austria,RH
RI,Tigerair Mandala,Indonesia,RI
RIE,Ariella Airlines S.A.,Burkina Faso,RIE
RIG,Riair     ,Latvia,RIG
RIO,Air Pac Airlines,USA,RIO
RIU,Riau Air,Indonesia,RIU
RJ,Royal Jordanian,Jordan,RJ
RK,Region-Avia,Russian Federation,RK
RK1,Air Afrique Charter     ,Cote D'Ivoire,RK1
RL,Royal Falcon,Jordan,RL
RLA,LAR     ,Romania,RLA
RLK,Air Nelson   ,New Zealand,RLK
RLO,Air Charter Inc.,Puerto Rico,RLO
RM,Regional Air (KE),Kenya,RM
RN,Paradise Air,USA,RN
RNX,1time,South Africa,RNX
RO,Tarom,Romania,RO
ROL,Aeroel Airways     ,Israel,ROL
ROY,Pacific Royale Airways,Indonesia,ROY
RP,"Chautauqua Airlines, Inc.",USA,RP
RPA,Republic Airline,USA,RPA
RPX,BAC Express Airlines   ,United Kingdom,RPX
RQ,Kam Air,Afghanistan,RQ
RQ1,Air Alps Aviation     ,Austria,RQ1
RR,Royal Air Force,United Kingdom,RR
RRM,Jetran Air,Romania,RRM
RS,Sky Regional Airlines,Canada,RS
RSE,SNAS Aviation,Saudi Arabia,RSE
RT,RAK Airways,United Arab Emirates,RT
RTQ,Air Turquoise,France,RTQ
RU,AirBridgeCargo,Russian Federation,RU
RU1,Western Air   ,Bahamas,RU1
RUC,RUTACA   ,Venezuela,RUC
RV,Air Canada Rouge,Canada,RV
RVL,Air Vallee,Italy,RVL
RVP,Aero VIP,Portugal,RVP
RW,Republic Airline,USA,RW
RWA,Royal Wings,Jordan,RWA
RWB,Alliance Express   ,Rwanda,RWB
RX,Regent Airways,Bangladesh,RX
RY,PT Pacific Royale Airlines,Indonesia,RY
RYJ,RYJET,Spain,RYJ
RYN,Ryan International Airlines,USA,RYN
RZ,SANSA Airlines,Costa Rica,RZ
S0,Slok Air International,Gambia,S0
S2,Jet Lite,India,S2
S3,Santa Barbara Airlines C.A.,Venezuela,S3
S4,Sata International,Portugal,S4
S5,Shuttle America,USA,S5
S6,Sun Air,Sudan,S6
S7,S7 Airlines,Russian Federation,S7
S8,Charlan Air,South Africa,S8
S9,Starbow Airlines,Ghana,S9
SA,South African Airways,South Africa,SA
SA1,Million Air Charter   ,South Africa,SA1
SAL,Asia Alpha Airways,Kyrgyzstan,SAL
SAM,SAM - Sociedad Aeronautica de Medellin,Colombia,SAM
SAW,Cham Wings Airlines,Syrian Arab Republic,SAW
SB,Air Caledonie International,New Caledonia,SB
SBA,Sol Linhas Aereas Ltda,Brazil,SBA
SBE,Sabre Airways     ,United Kingdom,SBE
SBO,Stabo Air   ,Zambia,SBO
SC,Shandong Airlines,China,SC
SCH,Schreiner Airways   ,Netherlands,SCH
SCY,Air Scandic   ,United Kingdom,SCY
SD,Sudan Airways,Sudan,SD
SDL,SkySouth,United Kingdom,SDL
SE,XL Airways France,France,SE
SEO,DAS Air     ,United Kingdom,SEO
SET,SAETA   ,Ecuador,SET
SEU,Star Airlines   ,France,SEU
SF,Tassili Airlines,Algeria,SF
SFQ,Sahara Air Cargo,United Arab Emirates,SFQ
SFR,Safair   ,South Africa,SFR
SG,SpiceJet,India,SG
SGB,"Sky King, Inc.",USA,SGB
SGX,Saga Airlines,Turkey,SGX
SH,Sharp Airlines,Australia,SH
SHK,Shorouk Air   ,Egypt,SHK
SHY,Sky Airlines,Turkey,SHY
SI,Blue Islands,United Kingdom,SI
SI1,Air Norway 2000     ,Norway,SI1
SIB,Sibaviatrans,Russian Federation,SIB
SJ,Sriwijaya Air,Indonesia,SJ
SJA,Skyjet Aviation Uganda Ltd,Uganda,SJA
SJF,Skyjet France   ,France,SJF
SK,SAS Scandinavian Airlines,Sweden,SK
SK1,Scandinavian Airlines Commuter   ,Denmark,SK1
SK2,Snowflake   ,Sweden,SK2
SKJ,Skyjet   ,Belgium,SKJ
SKQ,Pearl Aviation     ,Australia,SKQ
SKT,Skyjet     ,Belgium,SKT
SKU,SK Air                                 ,Slovakia,SKU
SL,Thai Lion Air,Thailand,SL
SLI,Aerolitoral     ,Mexico,SLI
SLR,Sobelair                               ,Belgium,SLR
SLW,Servicios Aereos Litoral               ,Mexico,SLW
SM,Spirit of Manila Airlines,Philippines,SM
SMC,SMAC   ,Indonesia,SMC
SME,Smart Aviation Company,Egypt,SME
SN,Brussels Airlines,Belgium,SN
SNB,Sterling,Denmark,SNB
SNC,Air Cargo Carriers   ,USA,SNC
SNJ,Skynet Asia Airways,Japan,SNJ
SNP,Sun Pacific International     ,USA,SNP
SO,SALSA d'Haiti,Haiti,SO
SOA,Skoda Engineering Air Transport     ,Czech Republic,SOA
SOO,Southern Air   ,USA,SOO
SOP,Solinair   ,Slovenia,SOP
SP,SATA Air Acores,Portugal,SP
SQ,Singapore Airlines,Singapore,SQ
SQC,SIA Cargo   ,Singapore,SQC
SR,Swissair,Switzerland,SR
SR1,Swissair Asia   ,Switzerland,SR1
SR2,Swiss Federal Railways   ,Switzerland,SR2
SRK,Sky Work Airlines,Switzerland,SRK
SRN,Sprintair SA,Poland,SRN
SRO,Saereo S.A.,Ecuador,SRO
SRR,Star Air   ,Denmark,SRR
SS,Corsair,France,SS
SSQ,Sunstate Airlines   ,Australia,SSQ
SSV,Skyservice   ,Canada,SSV
ST,Germania,Germany,ST
STI,Sontair   ,Canada,STI
STP,STP Airways,Sao Tome and Principe,STP
SU,Aeroflot Russian Airlines,Russian Federation,SU
SUF,Pacific Sun,Fiji,SUF
SUL,TAM Express Linhas Aereas S/A   ,Brazil,SUL
SUW,Sunny Airways,Thailand,SUW
SV,Saudi Arabian Airlines,Saudi Arabia,SV
SVP,Star Aviation,India,SVP
SW,Air Namibia,Namibia,SW
SWI,Sunworld International Airlines   ,USA,SWI
SWT,Swiftair,Spain,SWT
SWU,Swiss European Air Lines   ,Switzerland,SWU
SX,Sky Work Airlines,Switzerland,SX
SXG,"Sterling Transportation, Inc.",USA,SXG
SXS,SunExpress     ,Turkey,SXS
SY,Sun Country Airlines,USA,SY
SYA,Cardinal Lineas Aereas   ,Argentina,SYA
SYO,Southend Cargo Airlines,Zimbabwe,SYO
SZ,Somon Air,Tajikistan,SZ
SZL,Airlink Swaziland   ,Swaziland,SZL
T0,Trans American Airlines dba TACA Peru,Peru,T0
T2,Trans Mediterranean Airways,Lebanon,T2
T3,Eastern Airways,United Kingdom,T3
T4,TRIP Linhas Aereas,Brazil,T4
T5,Turkmenistan Airlines,Turkmenistan,T5
T6,1time,South Africa,T6
T7,Twin Jet,France,T7
T8,Trans African Airlines,Mali,T8
T9,Transcarga Intl Airways,Venezuela,T9
TA,TACA International Airlines,El Salvador,TA
TA1,TACA de Honduras,Honduras,TA1
TA2,TACA Inter (Guatemala)     ,Guatemala,TA2
TA3,TACA Inter (Cuba)   ,Cuba,TA3
TAH,Air Moorea   ,French Polynesia,TAH
TAM,TAM - Transportes Aereos Regionais   ,Brazil,TAM
TAS,Lotus Air   ,Egypt,TAS
TB,Jetairfly,Belgium,TB
TBX,Tobago Express   ,Trinidad and Tobago,TBX
TC,Air Tanzania,Tanzania United Republic of,TC
TCH,Trans-Charter Airlines     ,Russian Federation,TCH
TCN,Express.Net Airlines   ,USA,TCN
TCW,Thomas Cook Airlines Belgium,Belgium,TCW
TCX,Thomas Cook Airlines,United Kingdom,TCX
TD,Atlantis European Airways,Armenia,TD
TDR,Trade Air,Croatia,TDR
TDX,Tradewinds Airlines   ,USA,TDX
TE,SkyTaxi,Poland,TE
TEC,TEA Cyprus     ,Cyprus,TEC
TEU,Teuto Air   ,Germany,TEU
TF,Malmo Aviation,Sweden,TF
TFO,Thai Flying Service,Thailand,TFO
TFR,Canadian Regional Airlines             ,Canada,TFR
TFX,Toll Aviation,Australia,TFX
TG,Thai Airways International,Thailand,TG
TGN,PT Trigana Air,Indonesia,TGN
TH,Transmile Air,Malaysia,TH
THO,Transmile Air,Malaysia,THO
TI,Tailwind Airlines,Turkey,TI
TIB,Trip Linhas Aereas,Brazil,TIB
TII,ATI Aircompany   ,Ukraine,TII
TIW,Transcarga Intl Airways,Venezuela,TIW
TJ,Tradewind Aviation,USA,TJ
TK,Turkish Airlines,Turkey,TK
TK1,Anadolujet,Turkey,TK1
TL,Airnorth Regional,Australia,TL
TL1,Emu Airways   ,Australia,TL1
